,Stkcd,Accper,Annodt,sue_decile,ShortName,Typrep,ue,sue
12239,2362,2022-06-30,2022-08-24,2.0,汉王科技,A,-0.49931400000000004,-1.2526208125809528
12240,2362,2022-12-31,2023-03-25,1.0,汉王科技,A,-0.6432749999999999,-2.3334691421504354
12241,2363,2015-12-31,2016-04-06,7.0,隆基机械,A,0.011180999999999996,0.1608475350553943
12242,2363,2016-06-30,2016-08-18,4.0,隆基机械,A,-0.02146400000000001,-0.3238728336032845
12243,2363,2016-12-31,2017-03-10,4.0,隆基机械,A,-0.003470000000000001,-0.20034029565478761
12244,2363,2017-06-30,2017-08-21,8.0,隆基机械,A,0.009656000000000012,0.6381789039309412
12245,2363,2017-12-31,2018-04-20,1.0,隆基机械,A,-0.03397599999999999,-1.7632633693954771
12246,2363,2018-06-30,2018-08-22,8.0,隆基机械,A,0.01278399999999999,0.5989320204340423
12247,2363,2018-12-31,2019-04-23,9.0,隆基机械,A,0.04528399999999999,1.3915552969675953
12248,2363,2019-06-30,2019-08-26,3.0,隆基机械,A,-0.011704999999999993,-0.34431000773127346
12249,2363,2019-12-31,2020-04-28,3.0,隆基机械,A,-0.03296099999999999,-0.9801544600692967
12250,2363,2020-06-30,2020-07-28,4.0,隆基机械,A,-0.022487000000000007,-0.6437853633311422
12251,2363,2020-12-31,2021-04-19,2.0,隆基机械,A,-0.011224999999999999,-1.0880081178754213
12252,2363,2021-06-30,2021-08-26,1.0,隆基机械,A,-0.041495,-3.167497929939875
12253,2363,2021-12-31,2022-03-30,7.0,隆基机械,A,0.003390999999999998,0.17908530234739525
12254,2363,2022-06-30,2022-08-30,8.0,隆基机械,A,0.014785,0.6070433240480372
12255,2363,2022-12-31,2023-04-11,7.0,隆基机械,A,0.014044000000000008,0.5273519696525649
12256,2364,2015-12-31,2016-04-01,3.0,中恒电气,A,-0.14003699999999997,-1.3700521223532625
12257,2364,2016-06-30,2016-08-16,8.0,中恒电气,A,0.060225,0.5742114007606535
12258,2364,2016-12-31,2017-04-28,3.0,中恒电气,A,-0.05288199999999996,-0.6417231845100546
12259,2364,2017-06-30,2017-08-25,1.0,中恒电气,A,-0.085283,-1.0090810413346685
12260,2364,2017-12-31,2018-04-10,2.0,中恒电气,A,-0.09805600000000003,-1.3611854689542848
12261,2364,2018-06-30,2018-08-07,2.0,中恒电气,A,-0.029622999999999997,-0.953772870616175
12262,2364,2018-12-31,2019-04-30,8.0,中恒电气,A,0.051185999999999995,0.7535279853896893
12263,2364,2019-06-30,2019-08-27,5.0,中恒电气,A,-8.199999999999874e-05,-0.0013160586278685507
12264,2364,2019-12-31,2020-04-30,6.0,中恒电气,A,0.004237999999999992,0.126820888564017
12265,2364,2020-06-30,2020-07-28,4.0,中恒电气,A,-0.014861,-0.5201173882722593
12266,2364,2020-12-31,2021-04-27,9.0,中恒电气,A,0.025887000000000007,1.5367150232356552
12267,2364,2021-06-30,2021-08-17,7.0,中恒电气,A,0.014490000000000003,0.837706753793928
12268,2364,2021-12-31,2022-04-26,5.0,中恒电气,A,-0.005842000000000014,-0.31402119181340477
12269,2364,2022-06-30,2022-08-23,1.0,中恒电气,A,-0.05126,-1.5068039479237296
12270,2364,2022-12-31,2023-04-29,1.0,中恒电气,A,-0.198894,-2.0643144226432995
12271,2365,2015-12-31,2016-03-31,4.0,永安药业,A,-0.03977400000000002,-0.9663560925168001
12272,2365,2016-06-30,2016-08-19,10.0,永安药业,A,0.119155,1.5589889740285183
12273,2365,2016-12-31,2017-03-30,9.0,永安药业,A,0.12044900000000001,1.3146979313050966
12274,2365,2017-06-30,2017-08-18,10.0,永安药业,A,0.180634,1.9137035493633894
12275,2365,2017-12-31,2018-03-31,10.0,永安药业,A,0.16464899999999996,5.276949451393956
12276,2365,2018-06-30,2018-08-21,4.0,永安药业,A,-0.005736999999999992,-0.0679582260735083
12277,2365,2018-12-31,2019-03-28,5.0,永安药业,A,-0.06392999999999993,-0.5227602413955742
12278,2365,2019-06-30,2019-08-24,1.0,永安药业,A,-0.216271,-1.3740182610955307
12279,2365,2019-12-31,2020-04-28,4.0,永安药业,A,-0.028041000000000038,-0.2953938132551017
12280,2365,2020-06-30,2020-08-27,9.0,永安药业,A,0.199048,1.1603075305839823
12281,2365,2020-12-31,2021-03-31,3.0,永安药业,A,-0.15917599999999998,-0.8629670630276679
12282,2365,2021-06-30,2021-08-28,1.0,永安药业,A,-0.16695100000000002,-0.9770041194253639
12283,2365,2021-12-31,2022-03-25,8.0,永安药业,A,0.168263,0.8388087891465139
12284,2365,2022-06-30,2022-08-26,9.0,永安药业,A,0.203924,1.0088463448154252
12285,2365,2022-12-31,2023-03-30,4.0,永安药业,A,-0.157518,-0.7810668873483906
12286,2366,2015-12-31,2016-04-30,5.0,台海核电,A,-0.042463,-0.5700541545434472
12287,2366,2016-06-30,2016-08-16,10.0,台海核电,A,1.040243,1.91240857503534
12288,2366,2016-12-31,2017-04-18,7.0,台海核电,A,0.4960630000000001,0.922431565171231
12289,2366,2017-06-30,2017-08-23,9.0,台海核电,A,0.61286,1.3749470876743681
12290,2366,2017-12-31,2018-04-28,10.0,台海核电,A,1.8265769999999997,3.0323410744700636
12291,2366,2018-06-30,2018-08-30,5.0,台海核电,A,-0.010943999999999843,-0.014051099068227752
12292,2366,2018-12-31,2019-04-26,3.0,台海核电,A,-2.7315319999999996,-1.4168422845546644
12293,2366,2019-06-30,2019-08-28,2.0,台海核电,A,-2.223058,-1.0567438069863089
12294,2366,2019-12-31,2020-04-29,2.0,台海核电,A,-1.8317549999999996,-1.5466587402514478
12295,2366,2020-06-30,2020-08-28,5.0,台海核电,A,-0.15994299999999995,-0.14360540043953182
12296,2366,2020-12-31,2021-04-30,1.0,台海核电,A,-3.12349,-2.517900860091624
12297,2366,2021-06-30,2021-08-27,4.0,台海核电,A,0.07036699999999996,0.046809176439395014
12298,2366,2021-12-31,2022-04-30,9.0,台海核电,A,2.528549,1.0927397694031165
12301,2367,2015-12-31,2016-03-30,8.0,康力电梯,A,0.05228600000000011,0.6068693855239367
12302,2367,2016-06-30,2016-08-26,9.0,康力电梯,A,0.06096099999999999,0.7628654927251572
12303,2367,2016-12-31,2017-03-30,2.0,康力电梯,A,-0.18678900000000004,-1.5188548958760304
12304,2367,2017-06-30,2017-08-25,2.0,康力电梯,A,-0.07535699999999995,-0.6408922409623513
12305,2367,2017-12-31,2018-03-30,3.0,康力电梯,A,-0.05105100000000001,-0.5023259143425224
12306,2367,2018-06-30,2018-08-29,1.0,康力电梯,A,-0.20661800000000002,-2.6444536969843755
12307,2367,2018-12-31,2019-04-26,1.0,康力电梯,A,-0.1865,-2.3891078855576597
12308,2367,2019-06-30,2019-08-23,8.0,康力电梯,A,0.07789399999999999,0.588220905730825
12309,2367,2019-12-31,2020-03-31,8.0,康力电梯,A,0.21801700000000002,1.052555777551927
12310,2367,2020-06-30,2020-08-22,8.0,康力电梯,A,0.076098,0.45058480352999597
12311,2367,2020-12-31,2021-03-31,10.0,康力电梯,A,0.21263099999999993,2.6613027504921836
12312,2367,2021-06-30,2021-08-25,7.0,康力电梯,A,0.06908800000000001,0.8375849044706855
12313,2367,2021-12-31,2022-03-30,3.0,康力电梯,A,-0.16372399999999993,-1.0483967465114337
12314,2367,2022-06-30,2022-08-26,3.0,康力电梯,A,-0.11621600000000001,-0.6698726892709377
12315,2367,2022-12-31,2023-03-30,5.0,康力电梯,A,-0.048594000000000054,-0.4810094405004283
12316,2368,2015-12-31,2016-03-22,6.0,太极股份,A,-0.04070400000000002,-0.329509141256856
12317,2368,2016-06-30,2016-08-30,5.0,太极股份,A,-0.004133999999999999,-0.03303894936714705
12318,2368,2016-12-31,2017-03-31,9.0,太极股份,A,0.2290149999999999,1.300228139293114
12319,2368,2017-06-30,2017-08-25,5.0,太极股份,A,0.006205999999999996,0.05061620441728702
12320,2368,2017-12-31,2018-03-31,4.0,太极股份,A,-0.025474999999999914,-0.21382317419151586
12321,2368,2018-06-30,2018-08-29,5.0,太极股份,A,-0.0007039999999999963,-0.005934981266910719
12322,2368,2018-12-31,2019-03-22,10.0,太极股份,A,0.06943199999999994,1.7184804778981955
12323,2368,2019-06-30,2019-08-21,5.0,太极股份,A,-0.001922,-0.046859909251681625
12324,2368,2019-12-31,2020-04-21,9.0,太极股份,A,0.06681700000000002,1.665966301633513
12325,2368,2020-06-30,2020-08-28,8.0,太极股份,A,0.019401999999999996,0.548238477378443
12326,2368,2020-12-31,2021-04-10,1.0,太极股份,A,-0.20005499999999998,-1.7005867631339535
12327,2368,2021-06-30,2021-08-31,4.0,太极股份,A,0.0013780000000000042,0.011687601942508292
12328,2368,2021-12-31,2022-04-15,7.0,太极股份,A,0.03549800000000003,0.3218568504355381
12329,2368,2022-06-30,2022-08-31,7.0,太极股份,A,0.018569000000000002,0.16857518758242004
12330,2368,2022-12-31,2023-04-07,4.0,太极股份,A,-0.01823700000000006,-0.7913453683874939
12331,2369,2015-12-31,2016-03-31,3.0,卓翼科技,A,-0.08490700000000001,-1.2585264616197722
12332,2369,2016-06-30,2016-08-19,8.0,卓翼科技,A,0.067347,0.5708022556462184
12333,2369,2016-12-31,2017-03-31,7.0,卓翼科技,A,0.070003,0.7068002541513398
12334,2369,2017-06-30,2017-08-25,3.0,卓翼科技,A,-0.020586,-0.27496678929462826
12335,2369,2017-12-31,2018-04-25,6.0,卓翼科技,A,0.010509000000000001,0.23655769354325262
12336,2369,2018-06-30,2018-08-20,9.0,卓翼科技,A,0.060941999999999996,1.4237772736845238
12337,2369,2018-12-31,2019-04-23,2.0,卓翼科技,A,-0.248949,-1.815414857899131
12338,2369,2019-06-30,2019-08-23,4.0,卓翼科技,A,-0.022111,-0.161364174075048
12339,2369,2019-12-31,2020-04-30,9.0,卓翼科技,A,0.272269,1.2633276797053212
12340,2369,2020-06-30,2020-08-18,5.0,卓翼科技,A,-0.046440999999999996,-0.216344084818154
12341,2369,2020-12-31,2021-04-30,1.0,卓翼科技,A,-1.08406,-1.8252727467170402
12342,2369,2021-06-30,2021-08-24,4.0,卓翼科技,A,0.015641,0.026138274172200805
12343,2369,2021-12-31,2022-04-20,8.0,卓翼科技,A,0.752218,0.9961791883537474
12344,2369,2022-06-30,2022-07-29,5.0,卓翼科技,A,-0.114644,-0.15193860932420952
12345,2369,2022-12-31,2023-04-28,7.0,卓翼科技,A,0.16904599999999997,0.4420262070918851
12346,2370,2015-12-31,2016-03-29,8.0,亚太药业,A,0.03376,0.581934824969632
12347,2370,2016-06-30,2016-08-27,10.0,亚太药业,A,0.163584,2.499762714582258
12348,2370,2016-12-31,2017-04-22,3.0,亚太药业,A,-0.07224600000000003,-0.7490560613231996
12349,2370,2017-06-30,2017-08-23,8.0,亚太药业,A,0.06028,0.6221669599753664
12350,2370,2017-12-31,2018-04-21,2.0,亚太药业,A,-0.166844,-1.1477690395050968
12351,2370,2018-06-30,2018-08-29,1.0,亚太药业,A,-0.13112200000000002,-1.3141010179186312
12352,2370,2018-12-31,2019-04-27,8.0,亚太药业,A,0.153756,1.0026848015566008
12353,2370,2019-06-30,2019-08-31,2.0,亚太药业,A,-0.172351,-1.1024386956491559
12354,2370,2019-12-31,2020-03-14,1.0,亚太药业,A,-3.6929980000000002,-2.0210051979386514
12355,2370,2020-06-30,2020-08-27,6.0,亚太药业,A,-0.176305,-0.09683908731318021
12356,2370,2020-12-31,2021-03-27,8.0,亚太药业,A,3.808172,1.2423626284251232
12357,2370,2021-06-30,2021-08-28,3.0,亚太药业,A,0.01934899999999999,0.00631414729292576
12358,2370,2021-12-31,2022-04-30,5.0,亚太药业,A,-0.495588,-0.2448555891147227
12359,2370,2022-06-30,2022-08-27,6.0,亚太药业,A,-0.014929999999999999,-0.007465699472212021
12360,2370,2022-12-31,2023-04-25,8.0,亚太药业,A,0.19304,0.6541549651141269
12361,2371,2015-12-31,2016-03-31,7.0,七星电子,A,0.011166999999999982,0.22182046025459
12362,2371,2016-06-30,2016-08-18,7.0,七星电子,A,0.005509,0.14014019540245415
12363,2371,2016-12-31,2017-03-16,10.0,七星电子,A,0.082441,2.0482291298106157
12364,2371,2017-06-30,2017-08-24,10.0,北方华创,A,0.058905999999999986,1.578342194136216
12365,2371,2017-12-31,2018-04-12,5.0,北方华创,A,0.005363000000000034,0.13796878056065365
12366,2371,2018-06-30,2018-08-25,10.0,北方华创,A,0.138989,2.5088703726519666
12367,2371,2018-12-31,2019-04-24,10.0,北方华创,A,0.113117,1.9039928469672966
12368,2371,2019-06-30,2019-08-15,8.0,北方华创,A,0.04661900000000002,0.7630467761313048
12369,2371,2019-12-31,2020-04-25,10.0,北方华创,A,0.08921299999999993,2.2729358197539162
12370,2371,2020-06-30,2020-08-31,10.0,北方华创,A,0.09742799999999996,3.426300382089738
12371,2371,2020-12-31,2021-04-29,10.0,北方华创,A,0.42035200000000006,2.4334263203916415
12372,2371,2021-06-30,2021-08-31,9.0,北方华创,A,0.310863,1.901645140040131
12373,2371,2021-12-31,2022-04-28,10.0,北方华创,A,0.6878970000000001,2.8001514646844567
12374,2371,2022-06-30,2022-08-30,10.0,北方华创,A,0.909116,3.373547314456551
12375,2371,2022-12-31,2023-04-29,10.0,北方华创,A,1.627277,2.938463065465748
12376,2372,2015-12-31,2016-04-09,6.0,伟星新材,A,-0.0019340000000001023,-0.10387505529309302
12377,2372,2016-06-30,2016-08-10,3.0,伟星新材,A,-0.011269000000000029,-0.5900027326834801
12378,2372,2016-12-31,2017-03-09,8.0,伟星新材,A,0.038835000000000175,1.119659430317292
12379,2372,2017-06-30,2017-08-05,3.0,伟星新材,A,-0.008334999999999981,-0.35718910680167637
12380,2372,2017-12-31,2018-03-24,2.0,伟星新材,A,-0.04216600000000015,-1.2616245394905383
12381,2372,2018-06-30,2018-08-08,3.0,伟星新材,A,-0.014768999999999977,-0.43876777761525776
12382,2372,2018-12-31,2019-03-30,1.0,伟星新材,A,-0.05246899999999999,-2.470718868035714
12383,2372,2019-06-30,2019-08-08,3.0,伟星新材,A,-0.012156,-0.6071297915240789
12384,2372,2019-12-31,2020-04-17,1.0,伟星新材,A,-0.108759,-2.4124983630069807
12385,2372,2020-06-30,2020-08-12,2.0,伟星新材,A,-0.055048000000000014,-1.3886565685372614
12386,2372,2020-12-31,2021-04-17,9.0,伟星新材,A,0.179873,1.4316415971630154
12387,2372,2021-06-30,2021-08-12,5.0,伟星新材,A,0.033836000000000005,0.2682373593368897
12388,2372,2021-12-31,2022-03-31,6.0,伟星新材,A,-0.013090000000000046,-0.12794231468529074
12389,2372,2022-06-30,2022-08-17,4.0,伟星新材,A,-0.030009000000000008,-0.31461370196010346
12390,2372,2022-12-31,2023-04-21,10.0,伟星新材,A,0.08190400000000009,1.626641595743955
12391,2373,2015-12-31,2016-04-08,6.0,千方科技,A,-0.0031070000000000264,-0.007459048642964823
12392,2373,2016-06-30,2016-08-24,5.0,千方科技,A,-0.084812,-0.20416547485018927
12393,2373,2016-12-31,2017-04-27,2.0,千方科技,A,-0.117115,-1.5551585935029812
12394,2373,2017-06-30,2017-08-24,6.0,千方科技,A,0.010360999999999981,0.16697101132114378
12395,2373,2017-12-31,2018-04-26,6.0,千方科技,A,0.01961199999999999,0.28699871570105334
12396,2373,2018-06-30,2018-08-25,8.0,千方科技,A,0.07391,0.9137741157779953
12397,2373,2018-12-31,2019-04-10,10.0,千方科技,A,0.12118799999999996,2.3501820032509038
12398,2373,2019-06-30,2019-08-09,8.0,千方科技,A,0.033176999999999984,0.7255626332201556
12399,2373,2019-12-31,2020-04-15,10.0,千方科技,A,0.08819400000000005,2.41832985392659
12400,2373,2020-06-30,2020-08-20,10.0,千方科技,A,0.07723200000000002,2.1247652758882873
12401,2373,2020-12-31,2021-03-31,2.0,千方科技,A,-0.06861500000000004,-0.9599406594374164
12402,2373,2021-06-30,2021-08-11,2.0,千方科技,A,-0.01913999999999999,-0.2519793787510876
12403,2373,2021-12-31,2022-03-30,2.0,千方科技,A,-0.19686399999999998,-1.725677403758325
12404,2373,2022-06-30,2022-08-18,1.0,千方科技,A,-0.383155,-2.358796166196672
12405,2373,2022-12-31,2023-04-20,1.0,千方科技,A,-0.431463,-2.289490405145737
12406,2374,2015-12-31,2016-03-16,10.0,丽鹏股份,A,0.20247700000000002,1.61848588411155
12407,2374,2016-06-30,2016-08-20,3.0,丽鹏股份,A,-0.083762,-0.600617344612018
12408,2374,2016-12-31,2017-04-18,3.0,丽鹏股份,A,-0.111452,-0.7666701013909947
12409,2374,2017-06-30,2017-08-28,4.0,丽鹏股份,A,-0.002685999999999994,-0.018924170896960028
12410,2374,2017-12-31,2018-03-06,1.0,丽鹏股份,A,-0.07103900000000002,-1.536919767859006
12411,2374,2018-06-30,2018-08-30,2.0,丽鹏股份,A,-0.027486000000000003,-0.5721122686677069
12412,2374,2018-12-31,2019-04-27,1.0,丽鹏股份,A,-0.976086,-2.067887685904973
12413,2374,2019-06-30,2019-07-31,6.0,丽鹏股份,A,0.011733,0.02471235212905679
12414,2374,2019-12-31,2020-04-15,8.0,丽鹏股份,A,0.9289870000000001,1.1941317632459747
12415,2374,2020-06-30,2020-08-27,6.0,丽鹏股份,A,-0.07902300000000001,-0.10148762611309046
12416,2374,2020-12-31,2021-04-27,4.0,丽鹏股份,A,-0.13011899999999998,-0.25980043058816665
12417,2374,2021-06-30,2021-08-27,4.0,中锐股份,A,0.036113,0.0724860409283068
12418,2374,2021-12-31,2022-04-29,1.0,中锐股份,A,-0.487002,-2.1583125289554457
12419,2374,2022-06-30,2022-08-31,6.0,中锐股份,A,0.007543999999999999,0.031392690571238765
12420,2374,2022-12-31,2023-04-29,4.0,中锐股份,A,-0.163906,-0.6821353813216824
12421,2375,2015-12-31,2016-04-22,2.0,亚厦股份,A,-0.4246419999999999,-1.6664052582497513
12422,2375,2016-06-30,2016-08-24,1.0,亚厦股份,A,-0.252822,-3.470546906567893
12423,2375,2016-12-31,2017-04-28,6.0,亚厦股份,A,0.06466999999999995,0.30389474910527614
12424,2375,2017-06-30,2017-08-28,5.0,亚厦股份,A,0.013726000000000002,0.05964260872765757
12425,2375,2017-12-31,2018-04-27,5.0,亚厦股份,A,0.010413000000000006,0.07262550563181547
12426,2375,2018-06-30,2018-08-30,8.0,亚厦股份,A,0.018568,0.7299160689434424
12427,2375,2018-12-31,2019-04-30,3.0,亚厦股份,A,-0.016207999999999972,-1.0399189574569447
12428,2375,2019-06-30,2019-08-29,3.0,亚厦股份,A,-0.010870999999999992,-0.6523220921461016
12429,2375,2019-12-31,2020-04-17,9.0,亚厦股份,A,0.06228299999999995,1.7314279338121348
12430,2375,2020-06-30,2020-08-31,3.0,亚厦股份,A,-0.04932700000000001,-1.048219298936581
12431,2375,2020-12-31,2021-04-29,3.0,亚厦股份,A,-0.03323699999999999,-0.6741267242413671
12432,2375,2021-06-30,2021-08-31,2.0,亚厦股份,A,-0.012644000000000002,-0.25621753387205587
12433,2375,2021-12-31,2022-04-30,1.0,亚厦股份,A,-0.8864369999999999,-2.0729833825712007
12434,2375,2022-06-30,2022-08-31,6.0,亚厦股份,A,0.012132000000000004,0.027699478639414427
12435,2375,2022-12-31,2023-04-29,9.0,亚厦股份,A,0.7908399999999999,1.153887611072809
12436,2376,2015-12-31,2016-04-20,7.0,新北洋,A,0.087783,0.3207190875663793
12437,2376,2016-06-30,2016-08-18,7.0,新北洋,A,0.048860000000000015,0.26447864835882823
12438,2376,2016-12-31,2017-04-07,6.0,新北洋,A,0.07810099999999998,0.4084889029449455
12439,2376,2017-06-30,2017-08-23,10.0,新北洋,A,0.07600200000000001,4.55307066079357
12440,2376,2017-12-31,2018-04-11,6.0,新北洋,A,0.013588000000000044,0.4508988873820376
12441,2376,2018-06-30,2018-08-20,9.0,新北洋,A,0.031387,0.9704996199912745
12442,2376,2018-12-31,2019-04-11,9.0,新北洋,A,0.03967699999999991,1.5112374308108676
12443,2376,2019-06-30,2019-08-23,2.0,新北洋,A,-0.025514000000000037,-0.8801978368429103
12444,2376,2019-12-31,2020-04-22,4.0,新北洋,A,-0.017039999999999944,-0.5139678038317479
12445,2376,2020-06-30,2020-08-22,1.0,新北洋,A,-0.11482799999999999,-1.7978898799958527
12446,2376,2020-12-31,2021-04-17,1.0,新北洋,A,-0.101746,-2.009334766051745
12447,2376,2021-06-30,2021-08-21,1.0,新北洋,A,-0.040057999999999996,-0.8470965235537862
12448,2376,2021-12-31,2022-04-20,2.0,新北洋,A,-0.052779999999999994,-1.4464991579586597
12449,2376,2022-06-30,2022-08-23,1.0,新北洋,A,-0.041296000000000006,-1.4197476049616655
12450,2376,2022-12-31,2023-04-22,1.0,新北洋,A,-0.23250099999999999,-2.471590844232176
12451,2377,2015-12-31,2016-04-26,4.0,国创高新,A,-0.022323999999999997,-1.1241825461877628
12452,2377,2016-06-30,2016-08-25,2.0,国创高新,A,-0.031567,-1.2020634678773248
12453,2377,2016-12-31,2017-04-08,1.0,国创高新,A,-0.036029000000000005,-1.8521721379684852
12454,2377,2017-06-30,2017-08-28,7.0,国创高新,A,0.006794999999999999,0.3529920260372698
12455,2377,2017-12-31,2018-04-26,7.0,国创高新,A,0.021525000000000002,0.7581213695035989
12456,2377,2018-06-30,2018-08-08,10.0,国创高新,A,0.158866,1.8838947501486352
12457,2377,2018-12-31,2019-04-24,9.0,国创高新,A,0.13026699999999997,1.7044614237114528
12458,2377,2019-06-30,2019-08-29,5.0,国创高新,A,-0.007524000000000003,-0.09271880848566996
12459,2377,2019-12-31,2020-05-20,5.0,国创高新,A,-0.004553999999999975,-0.05190283877009001
12460,2377,2020-06-30,2020-08-27,3.0,国创高新,A,-0.100936,-1.060810559411507
12461,2377,2020-12-31,2021-04-29,1.0,国创高新,A,-3.486517,-2.0211652721614968
12462,2377,2021-06-30,2021-08-31,3.0,国创高新,A,-0.148536,-0.08727272544490507
12463,2377,2021-12-31,2022-04-30,8.0,国创高新,A,2.1715649999999997,0.9318536618460668
12464,2377,2022-06-30,2022-08-29,6.0,国创高新,A,-0.08557800000000002,-0.036712663686313714
12465,2377,2022-12-31,2023-04-29,8.0,国创高新,A,0.7569840000000001,0.7005197535127623
12466,2378,2015-12-31,2016-04-12,1.0,章源钨业,A,-0.18962,-2.93557006819609
12467,2378,2016-06-30,2016-08-30,6.0,章源钨业,A,0.007302999999999997,0.08715286351596711
12468,2378,2016-12-31,2017-04-11,8.0,章源钨业,A,0.21677000000000002,1.2091473984970273
12469,2378,2017-06-30,2017-08-29,6.0,章源钨业,A,0.029066,0.17492034597568668
12470,2378,2017-12-31,2018-04-24,4.0,章源钨业,A,-0.04612599999999999,-0.40299749672437085
12471,2378,2018-06-30,2018-08-23,6.0,章源钨业,A,0.014683000000000002,0.12929970549431563
12472,2378,2018-12-31,2019-04-23,6.0,章源钨业,A,0.0031920000000000004,0.09776437894010546
12473,2378,2019-06-30,2019-08-26,1.0,章源钨业,A,-0.052561000000000004,-1.542490519603776
12474,2378,2019-12-31,2020-04-28,1.0,章源钨业,A,-0.317735,-2.038357264989242
12475,2378,2020-06-30,2020-08-25,5.0,章源钨业,A,-0.033898000000000005,-0.2308662435273478
12476,2378,2020-12-31,2021-04-27,8.0,章源钨业,A,0.39286999999999994,1.3366171851025348
12477,2378,2021-06-30,2021-08-31,5.0,章源钨业,A,0.1067,0.3608046313140236
12478,2378,2021-12-31,2022-04-19,7.0,章源钨业,A,0.02961899999999998,0.15725317065599118
12479,2378,2022-06-30,2022-08-30,9.0,章源钨业,A,0.112497,0.7052936812341628
12480,2378,2022-12-31,2023-04-18,4.0,章源钨业,A,-0.06981399999999999,-0.819334219394685
12481,2379,2015-12-31,2016-04-21,9.0,鲁丰环保,A,0.296855,1.1102495556412284
12484,2379,2017-06-30,2017-08-29,6.0,宏创控股,A,0.022923,0.18633309795393746
12485,2379,2017-12-31,2018-03-10,5.0,宏创控股,A,0.004365999999999997,0.1260344228995365
12486,2379,2018-06-30,2018-08-24,2.0,宏创控股,A,-0.025997,-0.6804238374500339
12487,2379,2018-12-31,2019-03-22,5.0,宏创控股,A,-0.007228999999999996,-0.3522060960803635
12488,2379,2019-06-30,2019-08-22,10.0,宏创控股,A,0.280029,1.9264006683115333
12489,2379,2019-12-31,2020-03-20,6.0,宏创控股,A,0.061004,0.43434330590985576
12490,2379,2020-06-30,2020-08-21,2.0,宏创控股,A,-0.368109,-1.3674368473384946
12491,2379,2020-12-31,2021-03-05,3.0,宏创控股,A,-0.160367,-0.5735007772204715
12492,2379,2021-06-30,2021-08-20,5.0,宏创控股,A,0.039563,0.1972144093415511
12493,2379,2021-12-31,2022-02-28,7.0,宏创控股,A,0.057421000000000014,0.28765942699838354
12494,2379,2022-06-30,2022-08-26,9.0,宏创控股,A,0.100536,0.8669648364459241
12495,2379,2022-12-31,2023-03-17,6.0,宏创控股,A,0.005241999999999997,0.13216627495028802
12496,2380,2015-12-31,2016-04-25,2.0,科远股份,A,-0.17953300000000003,-1.8449734511609728
12497,2380,2016-06-30,2016-08-29,3.0,科远股份,A,-0.082425,-0.8443214347478533
12498,2380,2016-12-31,2017-04-27,8.0,科远股份,A,0.140176,0.9895951865755078
12499,2380,2017-06-30,2017-07-28,7.0,科远股份,A,0.04696800000000001,0.33355689068175237
12500,2380,2017-12-31,2018-04-25,7.0,科远股份,A,0.06387799999999996,0.6911845366701374
12501,2380,2018-06-30,2018-07-28,7.0,科远股份,A,0.02285100000000001,0.45086221298535956
12502,2380,2018-12-31,2019-03-22,5.0,科远股份,A,-0.010500999999999983,-0.32538670545915965
12503,2380,2019-06-30,2019-07-27,9.0,科远智慧,A,0.04676899999999998,1.4506841297125344
12504,2380,2019-12-31,2020-04-21,5.0,科远智慧,A,-0.00558599999999998,-0.20941595776351407
12505,2380,2020-06-30,2020-08-05,9.0,科远智慧,A,0.017073000000000005,0.6530943786430762
12506,2380,2020-12-31,2021-04-24,6.0,科远智慧,A,0.015307999999999988,0.7107966428442076
12507,2380,2021-06-30,2021-07-23,1.0,科远智慧,A,-0.126076,-1.8463548564224939
12508,2380,2021-12-31,2022-04-29,1.0,科远智慧,A,-0.294278,-1.9932581777240506
12509,2380,2022-06-30,2022-08-24,4.0,科远智慧,A,-0.060617000000000004,-0.45956733836048147
12510,2380,2022-12-31,2023-04-26,1.0,科远智慧,A,-2.219919,-2.1459069767650965
12511,2381,2015-12-31,2016-03-31,2.0,双箭股份,A,-0.13051299999999996,-1.973009764860045
12512,2381,2016-06-30,2016-08-20,2.0,双箭股份,A,-0.050452,-1.0284295141867585
12513,2381,2016-12-31,2017-04-28,1.0,双箭股份,A,-0.17623099999999997,-3.33071122251087
12514,2381,2017-06-30,2017-08-30,7.0,双箭股份,A,0.03684000000000001,0.39318807655651544
12515,2381,2017-12-31,2018-04-10,8.0,双箭股份,A,0.12843899999999997,0.9898103948620341
12516,2381,2018-06-30,2018-08-18,6.0,双箭股份,A,0.033249,0.25782338264640703
12517,2381,2018-12-31,2019-02-28,10.0,双箭股份,A,0.082009,1.83232966599934
12518,2381,2019-06-30,2019-08-15,10.0,双箭股份,A,0.129503,2.8307053660577104
12519,2381,2019-12-31,2020-04-25,10.0,双箭股份,A,0.11146500000000001,2.6513734849895165
12520,2381,2020-06-30,2020-08-18,10.0,双箭股份,A,0.05685199999999996,1.7727105729389134
12521,2381,2020-12-31,2021-02-27,10.0,双箭股份,A,0.10831200000000002,3.469761377985184
12522,2381,2021-06-30,2021-08-28,1.0,双箭股份,A,-0.12665999999999997,-1.1282551029713017
12523,2381,2021-12-31,2022-04-23,2.0,双箭股份,A,-0.27443700000000004,-1.563699449260015
12524,2381,2022-06-30,2022-08-27,4.0,双箭股份,A,-0.085534,-0.5423232519832234
12525,2381,2022-12-31,2023-04-19,6.0,双箭股份,A,-0.0014540000000000108,-0.012732872424726163
