,Stkcd,Accper,Annodt,sue_decile,ShortName,Typrep,ue,sue
313,27,2016-06-30,2016-08-26,3.0,深圳能源,A,-0.07198399999999996,-0.6139917804538151
314,27,2016-12-31,2017-04-08,2.0,深圳能源,A,-0.09223800000000007,-1.456958825685157
315,27,2017-06-30,2017-08-26,1.0,深圳能源,A,-0.12268500000000002,-1.9843445936523563
316,27,2017-12-31,2018-04-13,4.0,深圳能源,A,-0.018966999999999956,-0.434706894599683
317,27,2018-06-30,2018-08-23,7.0,深圳能源,A,0.037104,0.5142971628266183
318,27,2018-12-31,2019-04-04,4.0,深圳能源,A,-0.06956000000000001,-1.0165037058597506
319,27,2019-06-30,2019-08-22,10.0,深圳能源,A,0.14565000000000003,1.5776541269483586
320,27,2019-12-31,2020-04-30,9.0,深圳能源,A,0.13502999999999996,1.3445190017836397
321,27,2020-06-30,2020-08-26,10.0,深圳能源,A,0.334846,2.0267318552444653
322,27,2020-12-31,2021-04-20,7.0,深圳能源,A,0.10079300000000008,0.9545392511908535
323,27,2021-06-30,2021-08-27,1.0,深圳能源,A,-0.232298,-0.9879721286000397
324,27,2021-12-31,2022-04-22,4.0,深圳能源,A,-0.22128800000000004,-0.8077938872103368
325,27,2022-06-30,2022-08-24,2.0,深圳能源,A,-0.16145199999999998,-1.034688428258739
326,27,2022-12-31,2023-04-20,9.0,深圳能源,A,0.23777600000000004,1.0635323098422056
327,28,2015-12-31,2016-03-26,10.0,国药一致,A,0.20806799999999992,1.8288369363438688
328,28,2016-06-30,2016-08-18,10.0,国药一致,A,0.4266859999999999,2.092248492854888
329,28,2016-12-31,2017-04-19,10.0,国药一致,A,0.9370450000000001,2.55121458799072
330,28,2017-06-30,2017-08-24,3.0,国药一致,A,-0.128382,-0.28730432580816495
331,28,2017-12-31,2018-03-22,2.0,国药一致,A,-0.7046940000000002,-0.9956618908054993
332,28,2018-06-30,2018-08-24,7.0,国药一致,A,0.2095530000000001,0.30561382113693814
333,28,2018-12-31,2019-04-25,7.0,国药一致,A,0.23819400000000002,0.5433157776892852
334,28,2019-06-30,2019-08-24,7.0,国药一致,A,0.18415899999999996,0.40192132151762694
335,28,2019-12-31,2020-04-22,10.0,国药一致,A,0.13300700000000032,2.978780848724154
336,28,2020-06-30,2020-08-29,10.0,国药一致,A,0.08903900000000009,1.3817534767873372
337,28,2020-12-31,2021-04-02,10.0,国药一致,A,0.4647169999999994,2.746825749696435
338,28,2021-06-30,2021-08-17,9.0,国药一致,A,0.23773799999999978,1.4171796671532957
339,28,2021-12-31,2022-03-30,2.0,国药一致,A,-0.6900669999999995,-1.3764411029719705
340,28,2022-06-30,2022-08-31,4.0,国药一致,A,-0.2644669999999998,-0.5112663626652111
341,28,2022-12-31,2023-04-13,9.0,国药一致,A,0.8346150000000003,1.2699406995746494
342,29,2015-12-31,2016-03-30,3.0,深深房A,A,-0.14692800000000003,-1.193286718557635
343,29,2016-06-30,2016-08-27,4.0,深深房A,A,-0.051081000000000015,-0.399996018968274
344,29,2016-12-31,2017-03-30,6.0,深深房A,A,0.061388000000000026,0.4736530435452743
345,29,2017-06-30,2017-08-30,5.0,深深房A,A,0.0024430000000000007,0.02761987775547731
346,29,2017-12-31,2018-03-29,1.0,深深房A,A,-0.127558,-1.5878911475511799
347,29,2018-06-30,2018-08-29,9.0,深深房A,A,0.18963500000000003,1.4397760186845805
348,29,2018-12-31,2019-03-29,8.0,深深房A,A,0.12178299999999997,0.8729097583909236
349,29,2019-06-30,2019-08-21,6.0,深深房A,A,0.004044999999999965,0.0290282267441751
350,29,2019-12-31,2020-03-14,6.0,深深房A,A,0.03670499999999999,0.43714423267343605
351,29,2020-06-30,2020-08-19,2.0,深深房A,A,-0.23310999999999998,-1.533865055998489
352,29,2020-12-31,2021-03-20,4.0,深深房A,A,-0.015227999999999964,-0.12411208791770448
353,29,2021-06-30,2021-08-28,5.0,深深房A,A,0.034471,0.26900636544912765
354,29,2021-12-31,2022-03-18,3.0,深深房A,A,-0.10600000000000001,-0.9021392089606076
355,29,2022-06-30,2022-08-26,7.0,深深房A,A,0.010653999999999997,0.17342706229503393
356,29,2022-12-31,2023-03-18,3.0,深深房A,A,-0.07789299999999999,-1.1488469144964044
357,30,2015-12-31,2016-04-21,3.0,富奥股份,A,-0.07519500000000001,-1.4193985639968336
358,30,2016-06-30,2016-08-29,9.0,富奥股份,A,0.054335999999999995,0.9162322660405268
359,30,2016-12-31,2017-04-28,7.0,富奥股份,A,0.062944,0.924555397865651
360,30,2017-06-30,2017-08-29,8.0,富奥股份,A,0.049815,0.7585326913075481
361,30,2017-12-31,2018-04-26,10.0,富奥股份,A,0.06019900000000006,10.216374747192187
362,30,2018-06-30,2018-08-29,10.0,富奥股份,A,0.034357000000000026,2.6535259625393346
363,30,2018-12-31,2019-04-30,2.0,富奥股份,A,-0.18502000000000007,-1.5806330812584994
364,30,2019-06-30,2019-08-28,1.0,富奥股份,A,-0.14371000000000003,-1.1608163106035896
365,30,2019-12-31,2020-04-23,8.0,富奥股份,A,0.14899500000000004,0.955271585356747
366,30,2020-06-30,2020-08-27,7.0,富奥股份,A,0.012229000000000018,0.0799323968684484
367,30,2020-12-31,2021-04-29,5.0,富奥股份,A,0.001705000000000012,0.014255901494739867
368,30,2021-06-30,2021-08-26,5.0,富奥股份,A,0.025544999999999984,0.37229672172610057
369,30,2021-12-31,2022-04-20,2.0,富奥股份,A,-0.09740800000000005,-1.7351569208033923
370,30,2022-06-30,2022-08-27,1.0,富奥股份,A,-0.244496,-1.9925351282359207
371,30,2022-12-31,2023-04-20,7.0,富奥股份,A,0.07333900000000004,0.5162965172374029
372,31,2015-12-31,2016-03-26,10.0,中粮地产,A,0.08785799999999999,1.5543675409889175
373,31,2016-06-30,2016-08-31,10.0,中粮地产,A,0.19190999999999997,1.7833281005646988
374,31,2016-12-31,2017-03-18,4.0,中粮地产,A,-0.008730999999999989,-0.08499131745128283
375,31,2017-06-30,2017-08-31,2.0,中粮地产,A,-0.083283,-0.697685552785422
376,31,2017-12-31,2018-03-17,9.0,中粮地产,A,0.304583,1.705232948033234
377,31,2018-06-30,2018-08-29,9.0,中粮地产,A,0.277306,1.4060735557869646
378,31,2018-12-31,2019-04-04,5.0,中粮地产,A,-0.128703,-0.5591153688423464
379,31,2019-06-30,2019-08-29,9.0,大悦城,A,0.278424,1.337811772152877
380,31,2019-12-31,2020-03-31,2.0,大悦城,A,-0.519065,-1.357999920475034
381,31,2020-06-30,2020-08-29,2.0,大悦城,A,-0.536085,-1.3904372968235057
382,31,2020-12-31,2021-03-27,4.0,大悦城,A,-0.06645100000000001,-0.16951373928065028
383,31,2021-06-30,2021-08-30,4.0,大悦城,A,0.04596400000000003,0.15206443728100255
384,31,2021-12-31,2022-04-12,4.0,大悦城,A,-0.12885100000000002,-0.5079189797963914
385,31,2022-06-30,2022-08-30,4.0,大悦城,A,-0.024122000000000032,-0.3283522646836051
386,31,2022-12-31,2023-04-26,1.0,大悦城,A,-0.6734640000000001,-2.060231535801047
387,32,2015-12-31,2016-04-21,4.0,深桑达A,A,-0.295752,-0.8211127488252336
388,32,2016-06-30,2016-08-26,8.0,深桑达A,A,0.115115,0.3419204995163245
389,32,2016-12-31,2017-03-24,3.0,深桑达A,A,-0.147315,-0.8067742856331208
390,32,2017-06-30,2017-08-26,3.0,深桑达A,A,-0.03846,-0.22163416710548325
391,32,2017-12-31,2018-04-26,4.0,深桑达A,A,-0.038958,-0.36095933267669134
392,32,2018-06-30,2018-08-25,9.0,深桑达A,A,0.10586600000000002,1.019106999852628
393,32,2018-12-31,2019-04-25,9.0,深桑达A,A,0.13367699999999996,1.4498476677209482
394,32,2019-06-30,2019-08-24,4.0,深桑达A,A,-0.02718100000000001,-0.3050616258856691
395,32,2019-12-31,2020-04-24,9.0,深桑达A,A,0.13852899999999999,1.7773221733828335
396,32,2020-06-30,2020-08-29,5.0,深桑达A,A,-0.03943000000000001,-0.40252839250347383
397,32,2020-12-31,2021-04-23,8.0,深桑达A,A,0.11492000000000002,1.2353106786347754
398,32,2021-06-30,2021-08-31,10.0,深桑达A,A,0.240427,2.0788751599161825
399,32,2021-12-31,2022-04-22,10.0,深桑达A,A,0.275185,1.9307407098519196
400,32,2022-06-30,2022-08-25,2.0,深桑达A,A,-0.297684,-1.1314684989114512
401,32,2022-12-31,2023-04-26,5.0,深桑达A,A,-0.048203999999999914,-0.1791199939242442
405,34,2015-12-31,2016-02-27,5.0,深信泰丰,A,-0.03151500000000002,-0.34965515059974606
406,34,2016-06-30,2016-08-30,10.0,神州数码,A,0.321415,1.7570829122087044
407,34,2016-12-31,2017-03-30,8.0,神州数码,A,0.234718,1.1907118499544245
408,34,2017-06-30,2017-08-18,3.0,神州数码,A,-0.06763599999999997,-0.35042548227069464
409,34,2017-12-31,2018-03-29,10.0,神州数码,A,0.5574990000000001,2.157819967618433
410,34,2018-06-30,2018-08-30,7.0,神州数码,A,0.09409800000000001,0.3541693256888877
411,34,2018-12-31,2019-03-27,3.0,神州数码,A,-0.4108260000000001,-1.0212116511845681
412,34,2019-06-30,2019-08-31,8.0,神州数码,A,0.19507499999999994,0.4881955933003137
413,34,2019-12-31,2020-03-31,6.0,神州数码,A,0.08873399999999992,0.32524942460579653
414,34,2020-06-30,2020-08-31,3.0,神州数码,A,-0.23396499999999998,-0.8326409652553295
415,34,2020-12-31,2021-03-31,6.0,神州数码,A,0.10744600000000004,0.5715341957232069
416,34,2021-06-30,2021-08-30,1.0,神州数码,A,-0.593877,-1.79853027406933
417,34,2021-12-31,2022-03-29,6.0,神州数码,A,0.025668000000000024,0.08130887313406836
418,34,2022-06-30,2022-08-31,9.0,神州数码,A,0.836464,1.4280441105939345
419,34,2022-12-31,2023-03-31,7.0,神州数码,A,0.33538500000000004,0.5604276256657921
420,35,2015-12-31,2016-03-25,6.0,中国天楹,A,0.13172800000000007,0.046005579529875225
421,35,2016-06-30,2016-08-27,6.0,中国天楹,A,0.014859000000000011,0.005225692656230279
422,35,2016-12-31,2017-04-17,3.0,中国天楹,A,-0.0611020000000001,-0.7685934681459087
423,35,2017-06-30,2017-08-31,4.0,中国天楹,A,0.00038499999999999646,0.004779844192808446
424,35,2017-12-31,2018-04-18,7.0,中国天楹,A,0.03659000000000001,0.872862370612116
425,35,2018-06-30,2018-08-29,9.0,中国天楹,A,0.053130999999999984,1.0497501612646185
426,35,2018-12-31,2019-04-29,3.0,中国天楹,A,-0.060421,-1.2010539505981814
427,35,2019-06-30,2019-08-31,10.0,中国天楹,A,0.48233600000000004,1.9969603749895333
428,35,2019-12-31,2020-04-30,10.0,中国天楹,A,1.0541189999999998,2.0865094408993428
429,35,2020-06-30,2020-08-31,8.0,中国天楹,A,0.247205,0.5245894634114735
430,35,2020-12-31,2021-04-30,4.0,中国天楹,A,-0.08170199999999972,-0.17067796131820265
431,35,2021-06-30,2021-08-31,6.0,中国天楹,A,0.271976,0.5643727847732765
432,35,2021-12-31,2022-03-31,4.0,中国天楹,A,-0.16095199999999998,-0.7233153107051251
433,35,2022-06-30,2022-08-30,1.0,中国天楹,A,-0.916089,-1.833178167000381
434,35,2022-12-31,2023-04-29,2.0,中国天楹,A,-1.1795710000000001,-1.7611499857203334
435,36,2015-12-31,2016-04-27,9.0,华联控股,A,0.074318,1.2314932380669164
436,36,2016-06-30,2016-08-31,10.0,华联控股,A,0.394354,1.8896918838488752
437,36,2016-12-31,2017-04-28,10.0,华联控股,A,0.7078790000000001,2.144246782193582
438,36,2017-06-30,2017-08-31,10.0,华联控股,A,0.5535920000000001,2.043130462690857
439,36,2017-12-31,2018-04-27,2.0,华联控股,A,-0.5365810000000002,-0.9597044426685666
440,36,2018-06-30,2018-08-31,2.0,华联控股,A,-0.584886,-0.8463678903863538
441,36,2018-12-31,2019-04-30,7.0,华联控股,A,0.28593900000000005,0.49566648716739775
442,36,2019-06-30,2019-08-31,5.0,华联控股,A,-0.01177800000000001,-0.02795769865707015
443,36,2019-12-31,2020-04-28,3.0,华联控股,A,-0.29109599999999997,-0.7796767853292401
444,36,2020-06-30,2020-08-31,8.0,华联控股,A,0.08763400000000005,0.3648600592187995
445,36,2020-12-31,2021-04-20,2.0,华联控股,A,-0.1672240000000001,-0.9996550291286666
446,36,2021-06-30,2021-08-30,1.0,华联控股,A,-0.30660400000000004,-1.6818130002428318
447,36,2021-12-31,2022-04-29,8.0,华联控股,A,0.14123200000000002,0.6667762359583105
448,36,2022-06-30,2022-08-30,4.0,华联控股,A,-0.072906,-0.387630338903049
449,36,2022-12-31,2023-04-14,7.0,华联控股,A,0.12123299999999998,0.5811779408460646
450,37,2015-12-31,2016-04-01,3.0,深南电A,A,-0.6310169999999998,-1.4761316445356687
453,37,2017-06-30,2017-08-08,5.0,深南电A,A,0.08090800000000001,0.04480698161403836
454,37,2017-12-31,2018-03-22,3.0,深南电A,A,-2.1785520000000003,-0.9494914098685155
455,37,2018-06-30,2018-08-11,5.0,深南电A,A,0.09878200000000001,0.04306457891474404
456,37,2018-12-31,2019-03-28,6.0,深南电A,A,-0.078748,-0.07100970104871872
457,37,2019-06-30,2019-08-16,5.0,深南电A,A,-0.102692,-0.09515147701008289
458,37,2019-12-31,2020-03-20,8.0,深南电A,A,0.124657,1.0585566495928234
459,37,2020-06-30,2020-08-14,9.0,深南电A,A,0.14155,1.090716135893655
460,37,2020-12-31,2021-03-26,3.0,深南电A,A,-0.07148600000000001,-0.558698503096312
461,37,2021-06-30,2021-08-20,2.0,深南电A,A,-0.087951,-0.7136003266473055
462,37,2021-12-31,2022-03-25,1.0,深南电A,A,-0.869848,-1.9573122180927203
463,37,2022-06-30,2022-08-19,4.0,深南电A,A,-0.16756800000000002,-0.4378234219923924
464,37,2022-12-31,2023-04-07,9.0,深南电A,A,0.70489,1.0941489169233676
465,38,2015-12-31,2016-04-21,9.0,深大通,A,0.5370659999999999,1.2289926869504277
466,38,2016-06-30,2016-08-26,8.0,深大通,A,0.302983,0.6728695086527512
467,38,2016-12-31,2017-04-15,10.0,深大通,A,0.34923000000000004,2.0282676581259342
468,38,2017-06-30,2017-08-26,10.0,深大通,A,0.270417,2.2680268079619554
469,38,2017-12-31,2018-04-21,2.0,深大通,A,-0.32088700000000003,-1.0158680448852808
470,38,2018-06-30,2018-08-21,2.0,深大通,A,-0.337497,-0.9111734121958298
471,38,2018-12-31,2019-04-30,1.0,深大通,A,-5.230903,-2.038215999317378
472,38,2019-06-30,2019-08-24,5.0,深大通,A,-0.205939,-0.08330562885528911
473,38,2019-12-31,2020-04-23,8.0,深大通,A,5.32583,1.2345340743898487
474,38,2020-06-30,2020-08-25,7.0,深大通,A,0.12435999999999998,0.028839253277892083
475,38,2020-12-31,2021-04-10,4.0,深大通,A,-0.209417,-0.07710695359139473
476,38,2021-06-30,2021-08-12,3.0,深大通,A,-0.09097499999999999,-0.033746982445188346
477,38,2021-12-31,2022-04-30,1.0,深大通,A,-1.376525,-2.044587015481844
478,39,2015-12-31,2016-03-29,2.0,中集集团,A,-0.504498,-1.570268759224961
479,39,2016-06-30,2016-08-31,1.0,中集集团,A,-0.796642,-1.897768757798604
480,39,2016-12-31,2017-03-28,6.0,中集集团,A,0.28043699999999994,0.547193188645846
481,39,2017-06-30,2017-08-29,8.0,中集集团,A,0.539544,0.8527277827714829
482,39,2017-12-31,2018-03-28,6.0,中集集团,A,0.2725439999999999,0.45920224511866303
483,39,2018-06-30,2018-08-29,7.0,中集集团,A,0.08301599999999998,0.44279059165875095
484,39,2018-12-31,2019-03-28,8.0,中集集团,A,0.2211120000000002,1.1563735421530366
485,39,2019-06-30,2019-08-28,2.0,中集集团,A,-0.13319799999999998,-0.734579512275273
486,39,2019-12-31,2020-03-27,2.0,中集集团,A,-0.529506,-1.6168435011039965
487,39,2020-06-30,2020-08-28,4.0,中集集团,A,-0.24012100000000003,-0.7743371204303516
488,39,2020-12-31,2021-03-30,9.0,中集集团,A,1.212097,1.564357225964335
489,39,2021-06-30,2021-08-28,9.0,中集集团,A,1.335926,1.382508929881734
490,39,2021-12-31,2022-03-29,4.0,中集集团,A,-0.6825129999999999,-0.6695931709400849
491,39,2022-06-30,2022-08-30,4.0,中集集团,A,-0.503866,-0.4658200509159353
492,39,2022-12-31,2023-03-29,3.0,中集集团,A,-0.968546,-0.9270194316502254
493,40,2015-12-31,2016-03-29,6.0,宝安地产,A,-0.007858000000000018,-0.10593527255048694
494,40,2016-06-30,2016-08-27,9.0,宝安地产,A,0.016343999999999997,1.030409634626019
495,40,2016-12-31,2017-02-21,3.0,东旭蓝天,A,-0.017340999999999995,-0.8444652501569503
496,40,2017-06-30,2017-08-31,10.0,东旭蓝天,A,0.053071999999999994,1.6903178971897455
497,40,2017-12-31,2018-04-25,10.0,东旭蓝天,A,0.21959299999999998,2.0888472056073284
498,40,2018-06-30,2018-08-31,10.0,东旭蓝天,A,0.871774,2.148894048343224
499,40,2018-12-31,2019-04-30,4.0,东旭蓝天,A,-0.5179779999999999,-0.9057112108969606
500,40,2019-06-30,2019-08-31,1.0,东旭蓝天,A,-0.923011,-1.1604609778813473
501,40,2019-12-31,2020-05-30,4.0,东旭蓝天,A,-0.47829699999999997,-0.6116136407382124
502,40,2020-06-30,2020-08-29,3.0,东旭蓝天,A,-0.251985,-0.9024235582682469
503,40,2020-12-31,2021-04-30,6.0,东旭蓝天,A,0.19558399999999998,0.4197822675538512
504,40,2021-06-30,2021-08-30,5.0,东旭蓝天,A,0.05596899999999999,0.18440586361598435
505,40,2021-12-31,2022-04-27,8.0,东旭蓝天,A,0.23811799999999994,1.0740334563234968
506,40,2022-06-30,2022-08-29,7.0,东旭蓝天,A,0.015980000000000008,0.14918638843699578
507,40,2022-12-31,2023-04-28,10.0,东旭蓝天,A,0.18249100000000001,1.7469402809287407
508,42,2015-12-31,2016-03-29,5.0,中洲控股,A,-0.324518,-0.7512046819052376
509,42,2016-06-30,2016-08-30,1.0,中洲控股,A,-0.843846,-1.6253654059532376
510,42,2016-12-31,2017-04-29,7.0,中洲控股,A,0.5758559999999999,0.9073111604639571
511,42,2017-06-30,2017-08-29,7.0,中洲控股,A,0.19649899999999998,0.31759494664943516
512,42,2017-12-31,2018-04-27,7.0,中洲控股,A,0.38614,0.6088559461305385
513,42,2018-06-30,2018-08-04,10.0,中洲控股,A,0.840262,3.057291431206077
514,42,2018-12-31,2019-04-13,3.0,中洲控股,A,-1.131987,-1.335918368851589
515,42,2019-06-30,2019-08-16,2.0,中洲控股,A,-0.881616,-0.919337382406191
516,42,2019-12-31,2020-04-28,8.0,中洲控股,A,1.270602,1.0519485176897057
517,42,2020-06-30,2020-08-21,6.0,中洲控股,A,-0.022417999999999993,-0.020675127091083854
518,42,2020-12-31,2021-04-13,3.0,中洲控股,A,-0.750101,-0.7605601528205369
519,42,2021-06-30,2021-08-17,5.0,中洲控股,A,0.13203399999999998,0.15797057171393966
520,42,2021-12-31,2022-04-13,4.0,中洲控股,A,-0.274374,-0.7111011607478914
521,42,2022-06-30,2022-08-18,7.0,中洲控股,A,0.090173,0.22030835858823747
522,42,2022-12-31,2023-04-12,4.0,中洲控股,A,-0.174896,-0.8798322855868039
523,43,2015-12-31,2016-03-02,6.0,中航地产,A,-0.013584999999999958,-0.20072252235262952
524,43,2016-06-30,2016-08-27,10.0,中航地产,A,0.196599,1.3736721566081753
525,43,2016-12-31,2017-03-09,1.0,中航地产,A,-0.5465420000000001,-1.7455516227937227
526,43,2017-06-30,2017-08-12,2.0,中航地产,A,-0.178189,-0.5673438909857402
527,43,2017-12-31,2018-03-15,4.0,中航地产,A,-0.07975800000000002,-0.25964087455971024
528,43,2018-06-30,2018-08-23,9.0,中航善达,A,0.393857,1.0171723426466144
529,43,2018-12-31,2019-03-13,10.0,中航善达,A,0.8936390000000001,1.8155372438112625
530,45,2015-12-31,2016-03-31,8.0,深纺织A,A,0.18316300000000002,0.93069841612486
531,45,2016-06-30,2016-08-26,4.0,深纺织A,A,-0.07456,-0.3749677585741832
532,45,2016-12-31,2017-03-31,3.0,深纺织A,A,-0.11451,-0.8465254020298736
533,45,2017-06-30,2017-08-26,8.0,深纺织A,A,0.084171,0.6065371608684251
534,45,2017-12-31,2018-03-29,9.0,深纺织A,A,0.23219800000000002,1.4625054142344243
535,45,2018-06-30,2018-08-29,4.0,深纺织A,A,-0.015835000000000002,-0.10699265413886962
536,45,2018-12-31,2019-04-27,3.0,深纺织A,A,-0.25009800000000004,-1.234320981228194
537,45,2019-06-30,2019-08-21,5.0,深纺织A,A,-0.020116,-0.10212556204113796
538,45,2019-12-31,2020-03-14,7.0,深纺织A,A,0.1056,0.7107965932459407
539,45,2020-06-30,2020-08-20,6.0,深纺织A,A,-0.006503999999999999,-0.043577793231374076
540,45,2020-12-31,2021-03-12,9.0,深纺织A,A,0.128542,1.6900251577925276
541,45,2021-06-30,2021-08-28,10.0,深纺织A,A,0.241629,2.3751446107842744
542,45,2021-12-31,2022-03-17,3.0,深纺织A,A,-0.178998,-0.9880271198702812
543,45,2022-06-30,2022-08-25,4.0,深纺织A,A,-0.08552000000000001,-0.4436571634255938
544,45,2022-12-31,2023-04-04,8.0,深纺织A,A,0.15793000000000001,0.795904534554216
545,46,2015-12-31,2016-03-31,8.0,泛海控股,A,0.06009700000000001,0.8409875078728256
546,46,2016-06-30,2016-08-27,4.0,泛海控股,A,-0.01944599999999999,-0.25415214756702886
547,46,2016-12-31,2017-04-25,6.0,泛海控股,A,0.024100000000000066,0.31822826038438634
548,46,2017-06-30,2017-08-31,5.0,泛海控股,A,0.001816000000000012,0.05342630325438313
549,46,2017-12-31,2018-04-28,6.0,泛海控股,A,0.005040999999999962,0.28260517198026597
550,46,2018-06-30,2018-08-31,10.0,泛海控股,A,0.08854499999999998,2.1955057578741592
551,46,2018-12-31,2019-04-17,2.0,泛海控股,A,-0.48489200000000005,-1.8546475774993647
552,46,2019-06-30,2019-08-28,7.0,泛海控股,A,0.09867500000000001,0.35535826249815033
553,46,2019-12-31,2020-04-29,5.0,泛海控股,A,-0.022965999999999986,-0.08339381304252698
554,46,2020-06-30,2020-08-29,2.0,泛海控股,A,-0.43202,-1.481467536216319
555,46,2020-12-31,2021-04-30,1.0,泛海控股,A,-0.750937,-1.9296870159568906
556,46,2021-06-30,2021-08-30,4.0,泛海控股,A,0.00959200000000001,0.026489384316644358
557,46,2021-12-31,2022-04-30,1.0,泛海控股,A,-1.619857,-2.3511160332583225
